NAME,ALIAS,CAP,ALIAS FREQ
CHRISTORPHER,CHRISTOPH,0.05855,0.08197
FREDDIE,FREDL,0.05556,0.08197
NORAMN,NORM,0.05376,0.08197
BERTRAN,BETRAM,0.05217,0.08197
ANTIONETTE,ANTONET,0.04826,0.08197
IIENE,LLENE,0.04505,0.08197
HERMENGILD,HERMAN,0.04292,0.08197
MAGADALENE,MAGGIE,0.03984,0.08197
JEORGINA,GEORGIA,0.03155,0.08197
CECILIA,CEL,0.02874,0.08197
PATTEE,PAT,0.02841,0.08197
GRAZIELA,GRACIE,0.02778,0.08197
JAKOV,JACK,0.02577,0.08197
VENKATRAMAN,VENKATRA,0.02193,0.08197
DARELLE,DARREL,0.02179,0.08197
SHERRAL,SHERRI,0.01524,0.08197
SHERRELL,SHERRAL,0.01524,0.08197
SAROEUN,SAROM,0.01106,0.08197
ERACLIO,ERADIO,0.01106,0.08197
TEREZ,TERI,0.01106,0.08197
JOSEPH,EDNER,0.00873,0.08197
LOTHAR,LOU,0.00649,0.08197
DUNG,THI,0.00638,0.08197
MCBRIDE,MICHAEL,0.00595,0.08197
MARRERO,ANA,0.00587,0.08197
WILLIAM,CURRAN,0.00516,0.08197
CURRAN,JAMES,0.00516,0.08197
CURRAN,SUSAN,0.00516,0.08197
MICHAEL,CURRAN,0.00516,0.08197
HANSON,LINDA,0.00388,0.08197
SETSUKO,SUE,0.00339,0.08197
HILDA,MARIA,0.00294,0.08197
LYNN,LIN,0.0126,0.08195
TAM,THI,0.00941,0.08195
HYEYOUNG,HYE,0.00853,0.08195
MEI,WU,0.00341,0.08195
ROBERT,MASON,0.00267,0.08195
FRACISCO,FRANK,0.0439,0.08194
BEVERLLY,BEV,0.06415,0.08193
JOANE,JO,0.05143,0.08193
LOURDES,MA,0.00766,0.08193
AURORA,AURA,0.00738,0.08193
JEMMA,JENNA,0.02774,0.08192
CARTHY,JAMES,0.00734,0.08191
MARCLE,MARCIA,0.05067,0.0819
ROSETT,ROSE,0.0491,0.0819
LINDEY,LINDA,0.03345,0.0819
JOSEPHINA,JOSEFINO,0.02804,0.0819
ADORACION,DORY,0.00892,0.0819
LAURETTA,LORETTA,0.00703,0.0819
ARROYO,CARMEN,0.00609,0.0819
DEETTA,DEE,0.0534,0.08189
PATRICIA,HICKS,0.00434,0.08189
HUDSON,HUD,0.00311,0.08189
BABRABA,BARB,0.06393,0.08187
VICORIA,VICKY,0.05091,0.08187
ALPHONSO,ALPHONE,0.04636,0.08187
VALEREE,VAL,0.03465,0.08187
ARISTIDIS,ARISTEDES,0.0233,0.08187
MARINELLA,MARY,0.01802,0.08187
ALFIO,FRED,0.01283,0.08187
PAGAN,ANGEL,0.00598,0.08187
PAGAN,JUAN,0.00598,0.08187
PATRICIA,MCCALL,0.00593,0.08187
NICKOLAY,NIKOLAI,0.03533,0.08185
MATILDA,TILLIE,0.01175,0.08185
LILIANNE,LILI,0.0352,0.08184
KRISTINA,KRIS,0.02811,0.08184
MALIHEH,MALI,0.0159,0.08184
MOHAMMED,SHEIKH,0.00885,0.08184
JAMES,CODY,0.00204,0.08183
BEVERLEY,BEVRLY,0.05522,0.08182
WINNIE,WINI,0.04233,0.08182
LASHANA,SHANA,0.02329,0.08182
SILVANA,SIL,0.01897,0.08182
ATHANASIA,SOULA,0.01362,0.08182
OLSON,KATHY,0.00502,0.08182
ROBERT,OLSON,0.00502,0.08182
WILLIAM,WOLFE,0.00454,0.08182
PATRICIA,WOLFE,0.00454,0.08182
JAMES,COLE,0.00369,0.08182
LONG,LAN,0.00304,0.08182
CHRISTOPHE,CHRISPHER,0.06442,0.08181
VICKILYNN,VICKIE,0.06504,0.0818
KATHRYN,KA,0.01707,0.0818
ANNE,AC,0.0124,0.0818
LUIGI,GINO,0.00862,0.0818
VEGA,LUIS,0.00581,0.0818
JARROD,JARED,0.00435,0.0818
SNYDER,LISA,0.00465,0.08179
GEANNE,JEAN,0.05905,0.08178
ADELLA,ADELE,0.02524,0.08178
SHERYN,SHERI,0.02259,0.08178
KARISSA,CHRIS,0.00681,0.08178
ARIAS,JUAN,0.00619,0.08178
GIANG,THI,0.00535,0.08178
MICHAEL,KEMP,0.00488,0.08178
ANNE,AMM,0.0537,0.08177
GRANT,BRENT,0.00177,0.08177
JIMMIY,JIM,0.05778,0.08176
GEORIANNA,GEORGIA,0.05039,0.08176
WILHEMENIA,WILHELME,0.04745,0.08176
RODERRICK,RODRICK,0.04153,0.08176
HEMANTKUMAR,HERMANT,0.03736,0.08176
FRANCEEN,FRANCES,0.0249,0.08176
ZHIMING,MING,0.0243,0.08176
MANELLA,MANEL,0.02104,0.08176
PATRICIA,PATRICK,0.0115,0.08176
JAMES,BRIG,0.01051,0.08176
DUONG,VAN,0.00763,0.08176
SURYAKUMARI,SURYA,0.00714,0.08176
SURYAPRAKASH,SURYA,0.00714,0.08176
ATKINS,LINDA,0.00504,0.08176
ELIZABETH,ORR,0.00489,0.08176
WILLIAM,MASSEY,0.00429,0.08176
MASSEY,CHRIS,0.00429,0.08176
EWELL,EUEL,0.00411,0.08176
ARTHUR,AK,0.00875,0.08174
MICHAEL,KELLER,0.00535,0.08174
MORRISON,JOHN,0.00472,0.08174
TRISHA,TRICH,0.03881,0.08173
RICHLAND,RICH,0.03373,0.08173
PERLEY,PEARL,0.01213,0.08173
MOHAMMED,ABID,0.00703,0.08173
MORRIS,MOSHE,0.00697,0.08173
WILLIAM,BRYSON,0.00353,0.08173
JACQUELIN,JACKLIN,0.03673,0.08172
ROBERT,COOK,0.00446,0.08171
SARKIS,SARK,0.00443,0.08171
KIRKLAND,KIRK,0.0044,0.08171
SRINIVAS,RAO,0.00406,0.08171
LIESL,LISA,0.01439,0.0817
SAEID,HAMID,0.01374,0.0817
CHANDRASEKH,CHANDRASE,0.05451,0.08169
GRACIELA,GRACIA,0.01734,0.08169
ROSEZELLA,ROZELLA,0.01633,0.08169
MARCELLE,MARCIE,0.016,0.08169
BRANDT,BRENT,0.00985,0.08169
WILLIAM,PATTON,0.00661,0.08169
JUDIANN,JUDITH,0.04918,0.08168
KATHLEEN,ATHY,0.05085,0.08167
LUEANN,LUE,0.01511,0.08165
ROBERRT,BOB,0.06452,0.08163
VICTORIAL,VICKY,0.05952,0.08163
ELIZABRTH,LIZ,0.05455,0.08163
HJAMES,HARRY,0.04938,0.08163
TYNTHIA,CINDY,0.04706,0.08163
CARMELIT,CARMEN,0.04657,0.08163
JOFFREY,JOFF,0.04271,0.08163
CHERYLNN,CHERI,0.04196,0.08163
ARAMANDO,ARMONDO,0.04132,0.08163
FILICIA,FELICA,0.03061,0.08163
DVORA,DEBRA,0.01939,0.08163
ATANASIO,ATANCIO,0.01925,0.08163
ARTHUR,ALT,0.01554,0.08163
LOVETTE,LORETTA,0.01477,0.08163
FLORETTE,FLORENCE,0.01158,0.08163
BRIEANN,BRIE,0.01138,0.08163
BRIANNE,BRIE,0.01138,0.08163
SHAHRAM,BAHRAM,0.01072,0.08163
ROSSLYN,ROZ,0.0107,0.08163
MICHAEL,MIE,0.00972,0.08163
BENJAMIN,BEHZAD,0.0097,0.08163
KATELYNN,KATHY,0.00944,0.08163
AKIHIKO,AKI,0.00905,0.08163
YING,YIA,0.0087,0.08163
ZIJIAN,ZI,0.00728,0.08163
PEPE,JOE,0.00681,0.08163
CHRISTENSEN,KATHY,0.00534,0.08163
HOLLOWAY,CHERYL,0.00461,0.08163
ELIZABETH,HOLLOWAY,0.00461,0.08163
LUM,LEE,0.00455,0.08163
LYNN,LUM,0.00455,0.08163
MASAKO,MASA,0.00325,0.08163
LYNDA,LYN,0.0238,0.08162
LEIANN,LEI,0.00859,0.08162
ANTIONETTE,ANTOIN,0.04039,0.08161
MARGUARITE,MARQUERITE,0.04373,0.0816
LUCIANO,LUCIO,0.00294,0.0816
CLAUDE,CLYDE,0.00525,0.08159
HOANG,MINH,0.00461,0.08159
CRAWFORD,ROBERT,0.0033,0.08159
CHRISTIPHER,CHRISTOPH,0.06541,0.08158
SUZANNE,SUESAN,0.04031,0.08158
MALVIN,MAL,0.02419,0.08158
GARLAND,WAYNE,0.00376,0.08158
CHRISTOPHER,CHRISTOVAL,0.05192,0.08157
PIERCE,MARY,0.00429,0.08157
LAM,KIM,0.00428,0.08157
MAGDALENO,MAGDAL,0.04752,0.08156
ESPINOZA,JORGE,0.00598,0.08156
STEPHEN,STEVEM,0.0643,0.08155
ZSUZSANNA,SUSANNA,0.02754,0.08155
VINCENZINA,VINNIE,0.02393,0.08155
SURESH,KUMAR,0.00263,0.08155
TRAN,HUNG,0.00705,0.08154
MICHEALA,MICHELLE,0.03769,0.08153
WILLIE,WI,0.03043,0.08153
BILLIESUE,SUE,0.06024,0.08152
BILLIESUE,BILLY,0.06024,0.08152
JULIIE,JULIA,0.05725,0.08152
JARNES,JIM,0.05587,0.08152
MARYELIZABETH,MARYELIZ,0.053,0.08152
PARTHASARAT,PARTHASAR,0.04934,0.08152
REMIJIO,REMIGO,0.03846,0.08152
HUSSEIN,HUSSAN,0.02431,0.08152
ROMOLO,ROM,0.01308,0.08152
REYNARD,RAYMOND,0.01298,0.08152
KRISHA,KRIS,0.00988,0.08152
UMESHBHAI,UMESH,0.00743,0.08152
LUCERO,MARY,0.00278,0.08152
CHRISTINE,CHRISTAN,0.03567,0.0815
ROSALINDA,ROSA,0.00945,0.0815
SANJAY,AJAY,0.00537,0.0815
YEN,KIM,0.0044,0.0815
MILLER,SUSAN,0.00402,0.0815
SOLOMON,SAUL,0.00284,0.0815
DIXIE,DIANE,0.00263,0.0815
MONIQUE,MON,0.01161,0.08149
ROUDOLPH,RANDOLPH,0.04135,0.08148
DIONN,DIANE,0.02709,0.08148
KATHLEEN,KATTI,0.02157,0.08148
DLYNN,DONNA,0.02083,0.08148
OTIS,OJ,0.01248,0.08148
MOHAMMED,QASIM,0.01034,0.08148
EYAD,ZIAD,0.00998,0.08148
CHRISTOPHER,CUM,0.00955,0.08148
JACOBSON,JENNIFER,0.00522,0.08148
SHAFFER,WILLIAM,0.00454,0.08148
SHAFFER,SUSAN,0.00454,0.08148
BANG,BEN,0.00425,0.08148
PATRICIA,JENKINS,0.00413,0.08148
STAFFORD,JAMES,0.00367,0.08148
FULTON,THOMAS,0.0023,0.08148
PROVIDENCIA,PROVI,0.03356,0.08147
DOMINICK,DOM,0.02614,0.08147
KENNY,KIEN,0.00983,0.08147
PASTOR,ROBERT,0.00631,0.08147
HOSSEIN,HOSS,0.01026,0.08146
MIGUEL,NIGEL,0.00214,0.08146
CAROLIN,CAROL,0.04674,0.08145
KONSTANDINOS,KONSTANTINO,0.04128,0.08145
YEVGENIY,YEUGENY,0.03666,0.08145
ABDULRAHIM,RAHIM,0.03175,0.08145
RAECHELLE,RAE,0.02242,0.08145
KELLENE,KELLEY,0.02174,0.08145
CHRISTOPHER,KARISA,0.01046,0.08145
MCCLAIN,MARY,0.00751,0.08145
MCCLAIN,JAMES,0.00751,0.08145
YEUNG,AU,0.0051,0.08145
YEUNG,CHUNG,0.0051,0.08145
YEUNG,KWOK,0.0051,0.08145
YEUNG,CHI,0.0051,0.08145
BALDWIN,JOHN,0.00355,0.08145
IVORY,IVEY,0.00347,0.08145
JERR,JEFF,0.05101,0.08144
BRIDGETT,BRIGITE,0.05219,0.08143
BRIGETTE,BRIGITE,0.05219,0.08143
LAVONNE,LAV,0.04125,0.08143
SALVADORE,SALBADOR,0.0346,0.08143
KARLYN,KAREN,0.01338,0.08143
DARBY,GARY,0.00307,0.08143
DARBY,DANNY,0.00307,0.08143
MADISON,WILLIAM,0.00181,0.08143
YEKATERINA,KATYA,0.01805,0.08142
IGNACIA,NANCY,0.0064,0.08142
GARY,GE,0.01743,0.08141
TOAN,VAN,0.00958,0.08141
CHRISTINA,CHRIST,0.04544,0.0814
MARGUERETTE,MARGURETT,0.03774,0.0814
DELMARIE,MARIE,0.02756,0.0814
ALBERTUS,BERT,0.0242,0.0814
PANAGIOTA,PANA,0.02353,0.0814
EMERENCIANA,EMY,0.02198,0.0814
RABINDRA,RABI,0.01179,0.0814
RAVINDRA,RABI,0.01179,0.0814
MARIELA,MARIE,0.00988,0.0814
AGUIRRE,JESUS,0.00645,0.0814
CHEONG,CHAN,0.00554,0.0814
CHEONG,LEE,0.00554,0.0814
GUERRERO,LEON,0.00534,0.0814
GUERRERO,JESUS,0.00534,0.0814
NIEVES,JOSE,0.00527,0.0814
ROBERT,LAMB,0.0047,0.0814
SUTTON,KIM,0.00442,0.0814
RODOLPHO,RODOLFO,0.01221,0.08139
JONATH,JOHN,0.05844,0.08138
JOVON,JOHN,0.0183,0.08137
DEMETRIA,DIMITRA,0.01388,0.08137
RAYMOND,ROMAN,0.00641,0.08137
BEVERLEY,BEVER,0.04306,0.08136
QUANG,VAN,0.00666,0.08136
ALINA,ANNA,0.00445,0.08136
MAGDALINA,MAGGIE,0.0357,0.08135
ABDOL,HAMID,0.01803,0.08135
ABDOL,REZA,0.01803,0.08135
BEATRICA,BEATRIZ,0.04474,0.08134
MUHAMMAD,MOHAMID,0.03052,0.08134
CATHERINE,KAY,0.01259,0.08134
KATELIN,KATHY,0.0097,0.08134
HUYNH,KIM,0.00743,0.08134
PHUONG,HUYNH,0.00743,0.08134
RUBIO,LUIS,0.00446,0.08134
SYLVESTOR,SYLVESTE,0.04688,0.08133
GODOFREDO,GODO,0.01087,0.08133
ALFREDO,FRED,0.00862,0.08133
REBA,RITA,0.00386,0.08133
VELINDA,LINDA,0.02289,0.08132
JUSTIN,JOHN,0.00124,0.08131
LAKSHMINARAYAN,LAKSHMINA,0.05348,0.0813
SREPHANIE,STEPHANI,0.04926,0.0813
NARGARITA,MARGARET,0.04902,0.0813
NARGARITA,MARGIE,0.04902,0.0813
GEFFORY,GEFF,0.04167,0.0813
CHRYSTALL,CHRIS,0.03906,0.0813
ERIQUE,ERIC,0.03058,0.0813
ROSALYNN,ROSLYN,0.02885,0.0813
EVERLEE,BEVERLY,0.02625,0.0813
EVERLEE,EVERLY,0.02625,0.0813
GEOVANNY,GIOVANY,0.02033,0.0813
RENALDA,REYNA,0.01815,0.0813
ORMA,JEAN,0.01523,0.0813
NARAYANA,MURTHY,0.01062,0.0813
LINDA,LUL,0.01008,0.0813
YICKMAN,YICK,0.00867,0.0813
WAHID,AHMAD,0.00674,0.0813
WAHID,WADE,0.00674,0.0813
GUERINO,RINO,0.00629,0.0813
MOHAMMAD,ZAKI,0.00575,0.0813
PATRICIA,HENDRIX,0.00521,0.0813
HAWK,JOHN,0.00461,0.0813
JETTA,JEHA,0.00446,0.0813
LUTZ,LUIS,0.00408,0.0813
WILLIAM,LUTZ,0.00408,0.0813
LUTZ,LISA,0.00408,0.0813
DAVID,LUTZ,0.00408,0.0813
KIMBERLY,SAVAGE,0.00406,0.0813
SAVAGE,ROBERT,0.00406,0.0813
ROBERSON,MARY,0.00373,0.0813
COOKIE,CONNIE,0.00195,0.0813
HARRIET,COOKIE,0.00195,0.0813
SMITH,KAREN,0.00425,0.08129
ANGELITO,ANGELA,0.01284,0.08128
TRAM,NGOC,0.01042,0.08128
LORETTA,LORI,0.0089,0.08128
MUKESHKUM,MUKESH,0.0088,0.08128
EDWAIN,EDWARD,0.05145,0.08127
HERSCHELL,HERSHALL,0.04387,0.08127
RONNIE,RONE,0.02248,0.08127
ANGELINO,ANGIE,0.02235,0.08127
MARIACRISTINA,MARIACRISTI,0.05547,0.08126
ADELITA,ADEL,0.01498,0.08126
HUE,KIM,0.00562,0.08126
WILLIAM,MURPHY,0.00451,0.08126
RATRICIA,PATRICA,0.06183,0.08125
CHRYSANTHEMUM,CHRIS,0.05179,0.08125
PILIP,PHIL,0.04924,0.08125
MATALYA,NATASHA,0.0466,0.08125
FRANCEN,FRAN,0.04262,0.08125
AIM,ANN,0.0259,0.08125
LAWRENCE,LANY,0.02486,0.08125
BURGOS,CARLOS,0.00704,0.08125
DAVID,WITT,0.00487,0.08125
BARBARA,WITT,0.00487,0.08125
ROBERT,WITT,0.00487,0.08125
WITT,MARY,0.00487,0.08125
SABAH,SARA,0.00481,0.08125
GIBSON,DAVID,0.00371,0.08125
CHANDRAKAN,CHANDRA,0.04767,0.08124
DANILLO,DAN,0.05017,0.08123
DERRELL,DARREL,0.0242,0.08123
JONETTE,JO,0.01692,0.08123
CHARISSE,CHARIS,0.01331,0.08123
PATRICIA,TAT,0.00845,0.08123
AMARJEET,AMAR,0.00829,0.08123
EDDE,ED,0.03168,0.08122
AUNDREY,ANDREA,0.03048,0.08122
DAJUAN,JUAN,0.01136,0.08122
ARSHAD,SYED,0.00592,0.08122
PHILLIPPE,PHIL,0.05243,0.08121
MONROE,MONTY,0.00234,0.08121
KORRINE,KORI,0.02643,0.0812
JAHANARA,JAHAN,0.01438,0.0812
KWINAM,KWI,0.00845,0.0812
PETERSON,SUSAN,0.00456,0.0812
HILDRETH,HILDY,0.02368,0.08118
GOODWIN,MARY,0.00557,0.08118
GOODWIN,JOHN,0.00557,0.08118
JPATRICK,PAT,0.05531,0.08117
ARTHUR,AB,0.0092,0.08117
HAMILTON,DAVID,0.00304,0.08117
DIXIE,DINE,0.02742,0.08116
DESPINA,DESI,0.00752,0.08116
LOWELL,TOM,0.00242,0.08116
LOWELL,WAYNE,0.00242,0.08116
JOSEFINE,JOSIE,0.04994,0.08115
MANUELA,MELA,0.01888,0.08115
VIRGINIA,VIRGIE,0.01341,0.08115
SENATOR,SEN,0.00575,0.08115
ELTON,EHON,0.0032,0.08115
JOANTHAN,JOHN,0.05928,0.08114
CHARLSE,CHUCK,0.05293,0.08114
MARLYNN,MARY,0.04227,0.08114
CARRIE,CAROL,0.00671,0.08114
BERNETTA,BERNITA,0.01179,0.08113
JENNETTA,JANETTA,0.03455,0.08112
BELKIS,BELKY,0.01061,0.08112
PHUONG,VO,0.00804,0.08112
TAMALA,TAMI,0.03205,0.0811
CHRISTOPHERJ,CHRISTOPHE,0.06522,0.08108
DEBRALYNN,DEBORAH,0.05729,0.08108
DORORTHY,DORTHY,0.05267,0.08108
JOSIFINA,JOSIE,0.04823,0.08108
HERMENEJI,HERMAN,0.04644,0.08108
CHRISTIINE,CHRIS,0.04563,0.08108
GIOVANN,JOHN,0.04493,0.08108
DENORAH,DEBRA,0.03786,0.08108
DIANNA,BIANA,0.03492,0.08108
DARRILL,DARREL,0.0339,0.08108
CASSIE,CASSA,0.03175,0.08108
GWENDOLYN,GWYNE,0.03166,0.08108
CRESCENCI,CRES,0.02165,0.08108
CRESENCIANO,CRES,0.02165,0.08108
BABUBHAI,PATEL,0.01993,0.08108
BABUBHAI,BOB,0.01993,0.08108
KRYSTINE,KRYSTI,0.0199,0.08108
CLOTILDE,CLOE,0.0161,0.08108
RABINDRANAUTH,RABIN,0.01362,0.08108
BRANDICE,BRANDIS,0.01217,0.08108
TIANNA,TIA,0.00904,0.08108
ABIODUN,ABBY,0.00827,0.08108
CASIMIRA,CASI,0.00796,0.08108
BUM,KIM,0.00741,0.08108
KASHA,KATHY,0.00703,0.08108
TRIEU,LE,0.00636,0.08108
TRIEU,THI,0.00636,0.08108
XUAN,MAI,0.00597,0.08108
CONTESSA,CONNIE,0.00581,0.08108
RAFAEL,BAEZ,0.00563,0.08108
BAY,THI,0.00555,0.08108
ATKINSON,LISA,0.00546,0.08108
PARSONS,ROBERT,0.00538,0.08108
FLYNN,JAMES,0.00519,0.08108
CABRERA,JUAN,0.00516,0.08108
HIGGINS,ROBERT,0.00507,0.08108
PATRICIA,HIGGINS,0.00507,0.08108
HIGGINS,MICHAEL,0.00507,0.08108
JENNIFER,GRIMES,0.00491,0.08108
GRIMES,CHRIS,0.00491,0.08108
GRIMES,JOHN,0.00491,0.08108
COLLIER,MICHAEL,0.00409,0.08108
ELIZABETH,KLEIN,0.00404,0.08108
ROBERT,KLEIN,0.00404,0.08108
MICHAEL,KLEIN,0.00404,0.08108
TOWNSEND,MICHAEL,0.00397,0.08108
LANIER,DAVID,0.00377,0.08108
CHARLES,CURRY,0.00343,0.08108
CHERISH,CHRIS,0.00308,0.08108
PALMER,LINDA,0.00257,0.08108
ERICA,ERIN,0.00171,0.08108
NATALIE,NAT,0.03484,0.08107
LATOSHA,TOSHA,0.02611,0.08107
HOWARD,WARD,0.00403,0.08107
LAVELL,LA,0.01681,0.08105
KORI,CORY,0.00874,0.08105
ANGELYN,ANGEL,0.02243,0.08104
CAMILLA,CAMIE,0.01915,0.08104
PARAMJEET,PARAMJIT,0.01414,0.08103
SHASHIDHAR,SHASHI,0.01389,0.08103
SHASHIKAN,SHASHI,0.01389,0.08103
DIVINAGRACIA,DIVINA,0.01172,0.08103
MARNIE,MARY,0.01104,0.08103
NICHOLAS,NIKOLA,0.00977,0.08103
RICHARD,TTE,0.00891,0.08103
CHRISITNE,CHRIS,0.05593,0.08102
RIVKA,RIKI,0.01388,0.08102
ONEILL,MARY,0.01244,0.08102
JOELLE,JOEL,0.00618,0.08102
CASIMER,CASEY,0.02992,0.08101
ESTELA,MARIA,0.02599,0.08101
PARK,PAUL,0.00379,0.08101
KENYETTA,KENYATA,0.01785,0.081
GARDNER,WILLIAM,0.00477,0.081
KRISTINE,KRISI,0.04594,0.08099
ALEXSANDRA,ALEX,0.03706,0.08099
ANTHONY,TONI,0.01347,0.08099
VALLE,VAL,0.00409,0.08099
ZACH,ZAK,0.02855,0.08098
ZAKARY,ZAK,0.02855,0.08098
IRA,LEE,0.00142,0.08098
CHARLESW,CHUCK,0.0597,0.08097
JESSIE,JES,0.04142,0.08097
DANIEL,DONEL,0.02601,0.08097
CORRINA,CORRI,0.02497,0.08097
PEARSON,WILLIAM,0.0037,0.08097
PEARSON,SUSAN,0.0037,0.08097
KENNETH,CAIN,0.00351,0.08097
HERIBERTO,HEBERTO,0.02656,0.08096
JOANNIS,IONNIS,0.04348,0.08095
LASHOND,LA,0.04067,0.08095
JEANNETTE,DEANETTE,0.02549,0.08095
JOHN,BRO,0.01154,0.08095
TAMIKA,MIKA,0.00735,0.08095
SHIELDS,JAMES,0.006,0.08095
WILLIAM,KING,0.00265,0.08095
LIOUDMILA,MILA,0.02312,0.08094
JENNIIFER,JENIFER,0.04912,0.08093
MUHAMMED,MUHAMMA,0.04714,0.08093
DEIDRA,DEI,0.01683,0.08093
TONDRA,SANDRA,0.01064,0.08093
KYONG,KYO,0.00977,0.08093
JEANNETTE,JET,0.00813,0.08093
JAMES,JET,0.00813,0.08093
TALLEY,MARY,0.00557,0.08093
MOSLEY,LISA,0.00506,0.08093
MICHAEL,MOSLEY,0.00506,0.08093
ABNER,DAVID,0.00182,0.08093
NICHOLE,NACOLE,0.01527,0.08091
MENG,WANG,0.00511,0.08091
VICENTE,VINCE,0.01909,0.08089
RIVERA,JUAN,0.00616,0.08089
KEITH,SETH,0.0014,0.08089
ANNARUTH,RUTH,0.05978,0.08088
MADELYNE,MADELY,0.04583,0.08088
ANDREZE,ANDRE,0.04527,0.08088
ROSAELIA,ROSE,0.04054,0.08088
KRISHNAMURTHY,KRIS,0.04005,0.08088
ANNGELA,ANNGIE,0.03887,0.08088
JOAGUIN,JUAQUIN,0.03655,0.08088
AILIEN,LIEN,0.03503,0.08088
CHRISTOPH,CHRISTOF,0.03317,0.08088
VINCENZIA,VINNIE,0.02902,0.08088
ROXANNE,ROXEY,0.02651,0.08088
ALEYAMMA,ALEY,0.02517,0.08088
ARDYCE,ARDY,0.02198,0.08088
ASCENSION,ASENCIO,0.01897,0.08088
SUZETTA,SUZY,0.01871,0.08088
LOURINE,LOUISE,0.01574,0.08088
GILLIAN,GILLIE,0.01085,0.08088
JANAN,JANE,0.00764,0.08088
JASWANT,JAS,0.0063,0.08088
WILLIAM,AYERS,0.00536,0.08088
ELLIE,ELKE,0.00518,0.08088
NIELSEN,MARY,0.00499,0.08088
ELIZABETH,HULL,0.00475,0.08088
LINDA,MAYS,0.00452,0.08088
DAVID,MAYS,0.00452,0.08088
COLBERT,COLBY,0.00425,0.08088
BERGER,MARY,0.00378,0.08088
BERGER,JAMES,0.00378,0.08088
RILEY,MARY,0.00251,0.08088
LADONNA,LADON,0.02492,0.08087
LINDEN,LIN,0.01021,0.08087
FERESHTEH,FERI,0.0166,0.08086
LERON,RON,0.01563,0.08086
ANN,AF,0.01242,0.08086
MYLINH,LINH,0.00734,0.08086
ZHIJUN,ZHI,0.00617,0.08086
JAMIME,JANINE,0.04668,0.08085
CARALYN,CAROL,0.03711,0.08085
PETRONILLA,PAT,0.02564,0.08085
LURIE,LAURA,0.017,0.08085
MAGDALENE,MAG,0.02941,0.08084
CHOONG,CHANG,0.01037,0.08084
CHENG,WU,0.00336,0.08084
RAMAKRISHN,RAMA,0.00897,0.08083
SANDERS,MARY,0.00545,0.08083
WONSUK,WON,0.0039,0.08083
HENDRICK,HENRY,0.03294,0.08082
JAMESH,JAS,0.06095,0.08081
CONCETTIN,CONCETTA,0.0548,0.08081
TONT,TOM,0.04678,0.08081
VANANH,ANH,0.03517,0.08081
SULEIMAN,SOLOMON,0.01097,0.08081
THI,HA,0.00653,0.08081
GARLAND,GAR,0.03016,0.0808
EMELIA,EMILY,0.02567,0.0808
PHILIPE,PHIL,0.04926,0.08079
MILISA,LISA,0.03944,0.08079
TALMAGE,TAL,0.02219,0.08079
VENANCIO,VEN,0.00753,0.08079
MINDY,MIN,0.00479,0.08079
STANDFORD,SANFORD,0.04284,0.08078
BHUPENDRA,PATEL,0.01405,0.08078
JAYNA,JAY,0.01025,0.08078
WILLIAM,WALKER,0.00524,0.08078
HOFFMAN,DAVID,0.00497,0.08078
HOFFMAN,ROBERT,0.00497,0.08078
MICHAEL,TATE,0.00351,0.08078
GLORIANN,GLORI,0.02877,0.08077
MABELLE,MAE,0.02334,0.08077
MCGEE,JAMES,0.00566,0.08077
MCGEE,LISA,0.00566,0.08077
GUILLERMO,WILLIE,0.00545,0.08076
JONATHON,ONATHAN,0.05909,0.08075
DMICHAEL,DONALD,0.05372,0.08075
CWILLIAM,CLARENCE,0.0471,0.08075
JAGDISHCHANDRA,JAGDISHCH,0.04626,0.08075
SARAFIN,SERAFIM,0.03186,0.08075
IRVAN,IRWIN,0.0272,0.08075
MEGGIE,MEG,0.02388,0.08075
DANESSA,DENISE,0.01946,0.08075
ANGELIQUE,ANGELIC,0.01889,0.08075
NIKOL,NIKKI,0.01845,0.08075
RESTITUTO,RESTIE,0.01235,0.08075
MICHAEL,LARKIN,0.00339,0.08075
JASPER,JAMES,0.0032,0.08075
WILLIAM,GRAHAM,0.00314,0.08075
CHRISTOPHE,CHRISTOP,0.06155,0.08073
DEBRA,BRA,0.03567,0.08073
NIKITA,KITA,0.01769,0.08073
HEDWIG,HEIDI,0.0112,0.08073
MENDEZ,JUAN,0.00596,0.08073
MARJOIRE,MARGIE,0.05405,0.08072
BEHNAM,BEHZAD,0.02561,0.08072
KERMIT,KERT,0.02009,0.08072
MUHAMMAD,RIAZ,0.00808,0.08072
STONE,KAREN,0.00375,0.08072
RICAHRD,RICK,0.05538,0.08071
PATRICIA,BURNS,0.00467,0.08071
ROIANN,ROI,0.01727,0.0807
ELIZABETH,LIZETTE,0.0127,0.0807
ROBERT,CADET,0.01097,0.0807
VENKATARAMANA,VENKATA,0.01004,0.0807
VIJAYAKUMAR,VIJAY,0.00911,0.0807
ROBERT,BEY,0.00444,0.0807
AMY,AS,0.00568,0.08069
ANNE,AS,0.00568,0.08069
WAGNER,DAVID,0.00374,0.08069
BARBARA,WAGNER,0.00374,0.08069
PATRICIA,FOX,0.00432,0.08068
ROMONA,MONA,0.01045,0.08066
JACQUELINEY,JAQUELINE,0.05814,0.08065
THESSALONI,THESS,0.04651,0.08065
EDUCARDO,ED,0.04566,0.08065
BERBARD,BERNIE,0.04464,0.08065
GARARDO,GERADO,0.04338,0.08065
